Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff
Toyota,Urban,Male,Married,33,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Married,59,Third Party,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,4.0
Toyota,Rural,Female,Married,49,Policy Holder,Sedan,"more than 69,000",400,1,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Honda,Urban,Male,Single,33,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Liability,52.0
Pontiac,Urban,Male,Married,38,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,Liability,22.0
Pontiac,Urban,Male,Single,37,Policy Holder,Utility,"more than 69,000",400,1,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,1.0
Pontiac,Urban,Male,Married,38,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Liability,1.0
Honda,Urban,Male,Single,34,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,17.0
Honda,Urban,Male,Married,26,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,3.0
Chevrolet,Urban,Female,Single,46,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,All Perils,9.0
Pontiac,Urban,Male,Married,38,Third Party,Utility,"more than 69,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,1.0
Toyota,Urban,Female,Married,31,Policy Holder,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Honda,Urban,Male,Married,47,Third Party,Sport,"more than 69,000",400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,Collision,2.0
Toyota,Urban,Male,Married,44,Policy Holder,Sedan,"30,000 to 39,000",700,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,7.0
Chevrolet,Urban,Male,Married,26,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,All Perils,26.0
Pontiac,Urban,Male,Married,73,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,Liability,2.0
Mazda,Urban,Female,Married,34,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Mazda,Rural,Male,Married,24,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,6.0
Honda,Urban,Male,Single,40,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,4.0
Toyota,Rural,Male,Married,43,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,12.0
Chevrolet,Urban,Male,Single,28,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,7 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,Collision,3.0
Pontiac,Urban,Male,Married,39,Policy Holder,Utility,"more than 69,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,89.0
Toyota,Rural,Male,Married,32,Policy Holder,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Liability,1.0
Pontiac,Urban,Male,Married,50,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Toyota,Urban,Female,Married,48,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,31.0
Pontiac,Urban,Male,Married,42,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Liability,5.0
Mazda,Urban,Male,Married,26,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,Liability,1.0
VW,Urban,Male,Single,33,Third Party,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,15.0
Pontiac,Urban,Male,Single,50,Policy Holder,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Chevrolet,Urban,Female,Married,42,Policy Holder,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,3.0
Ford,Urban,Male,Single,44,Policy Holder,Sedan,"40,000 to 59,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
Toyota,Urban,Male,Single,22,Third Party,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,11.0
Pontiac,Urban,Male,Married,63,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Pontiac,Urban,Male,Married,65,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,5.0
Honda,Urban,Male,Married,33,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,0.0
Toyota,Urban,Male,Single,18,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,1,3 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,5.0
Pontiac,Urban,Female,Single,47,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Toyota,Urban,Female,Married,52,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Collision,23.0
Mazda,Urban,Male,Single,24,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,1,4 years,No,No,External,none,no change,3 to 4,Collision,27.0
Honda,Rural,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,1,new,No,No,External,none,no change,1 vehicle,All Perils,66.0
Honda,Rural,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,3,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,All Perils,66.0
VW,Urban,Female,Married,43,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,4 to 8 years,2 vehicles,All Perils,7.0
Toyota,Urban,Male,Single,28,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,109.0
Mazda,Urban,Male,Married,42,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,11.0
Mazda,Urban,Male,Single,31,Third Party,Sedan,"30,000 to 39,000",700,3,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,4.0
Toyota,Urban,Male,Single,28,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Toyota,Urban,Male,Single,29,Policy Holder,Sport,"less than 20,000",400,1,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Married,39,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,14.0
Accura,Urban,Male,Married,47,Third Party,Sedan,"30,000 to 39,000",400,1,15 to 30,15 to 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,1.0
Pontiac,Urban,Male,Married,32,Policy Holder,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,7.0
Pontiac,Rural,Male,Single,21,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,none,5 years,No,No,External,none,2 to 3 years,1 vehicle,Collision,4.0
Mazda,Urban,Male,Single,35,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,Collision,2.0
Chevrolet,Urban,Male,Married,52,Third Party,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,Liability,1.0
Mazda,Urban,Female,Single,31,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,8.0
Honda,Urban,Male,Married,40,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,Internal,none,no change,1 vehicle,Collision,5.0
Chevrolet,Urban,Male,Married,76,Policy Holder,Sedan,"more than 69,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,1 year,1 vehicle,All Perils,0.0
Pontiac,Urban,Male,Married,44,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,All Perils,8.0
Honda,Rural,Male,Married,41,Policy Holder,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,3.0
Toyota,Urban,Male,Single,28,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,7.0
Chevrolet,Rural,Male,Married,65,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,0.0
Toyota,Urban,Male,Single,53,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,182.0
Chevrolet,Urban,Male,Married,46,Third Party,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Liability,3.0
Toyota,Urban,Male,Married,63,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,more than 4,6 years,No,No,External,none,4 to 8 years,2 vehicles,All Perils,6.0
Honda,Urban,Male,Single,29,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,3.0
Honda,Urban,Male,Single,34,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Accura,Urban,Male,Married,52,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0.0
Toyota,Urban,Male,Married,65,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,1.0
Honda,Urban,Male,Married,39,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,7.0
Mazda,Urban,Male,Married,74,Third Party,Sedan,"less than 20,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,All Perils,0.0
Pontiac,Urban,Male,Married,60,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,2.0
BMW,Urban,Male,Married,45,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,Internal,none,no change,1 vehicle,Liability,5.0
Pontiac,Urban,Male,Single,55,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,Liability,37.0
Pontiac,Urban,Male,Married,38,Third Party,Sedan,"20,000 to 29,000",400,4,none,8 to 15,1,7 years,No,No,External,none,no change,1 vehicle,Collision,5.0
Chevrolet,Urban,Male,Single,29,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Honda,Rural,Male,Married,60,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Pontiac,Urban,Male,Married,54,Third Party,Sedan,"20,000 to 29,000",700,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,0.0
Mazda,Urban,Male,Married,31,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,Collision,132.0
Honda,Urban,Male,Married,34,Third Party,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,Liability,2.0
Mazda,Urban,Male,Single,26,Third Party,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,Liability,7.0
Chevrolet,Urban,Male,Married,34,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,3 to 4,Liability,0.0
Honda,Urban,Male,Married,36,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,Liability,1.0
Pontiac,Urban,Male,Single,26,Policy Holder,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,2.0
Pontiac,Rural,Male,Married,36,Third Party,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Honda,Urban,Male,Single,80,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,4 to 8 years,2 vehicles,All Perils,1.0
Honda,Urban,Male,Single,22,Third Party,Sedan,"more than 69,000",400,4,more than 30,more than 30,1,new,No,No,External,none,no change,1 vehicle,All Perils,45.0
Ford,Urban,Male,Married,58,Policy Holder,Sport,"40,000 to 59,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Ford,Urban,Male,Married,48,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,All Perils,1.0
Mazda,Urban,Male,Married,50,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Mazda,Urban,Male,Married,40,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Mazda,Urban,Male,Married,41,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,7 years,Yes,No,External,3 to 5,no change,1 vehicle,Collision,0.0
VW,Urban,Male,Married,46,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,2.0
Pontiac,Urban,Male,Married,33,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
Pontiac,Urban,Male,Married,39,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,7.0
Ford,Urban,Male,Single,34,Policy Holder,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,more than 4,6 years,Yes,No,External,more than 5,no change,1 vehicle,Collision,5.0
Chevrolet,Urban,Male,Single,24,Policy Holder,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,1,5 years,No,No,Internal,none,no change,1 vehicle,Liability,16.0
Toyota,Urban,Female,Married,44,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,All Perils,10.0
Pontiac,Urban,Male,Married,38,Policy Holder,Sport,"30,000 to 39,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,1.0
Pontiac,Urban,Male,Married,27,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,8.0
Toyota,Urban,Male,Married,44,Policy Holder,Sedan,"more than 69,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,5.0
Toyota,Urban,Male,Married,59,Third Party,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,1.0
Chevrolet,Urban,Male,Married,28,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,12.0
Chevrolet,Urban,Male,Single,27,Policy Holder,Sport,"40,000 to 59,000",500,2,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,2 to 3 years,1 vehicle,Liability,42.0
Toyota,Urban,Male,Single,24,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,none,5 years,Yes,No,External,3 to 5,no change,1 vehicle,Collision,0.0
Honda,Urban,Male,Single,38,Policy Holder,Sedan,"more than 69,000",400,1,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,30.0
Mazda,Urban,Male,Single,42,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,4 to 8 years,2 vehicles,Liability,8.0
Pontiac,Urban,Male,Married,36,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,48.0
Accura,Rural,Male,Married,61,Policy Holder,Sport,"20,000 to 29,000",700,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Pontiac,Rural,Male,Married,53,Policy Holder,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Mazda,Urban,Male,Married,57,Policy Holder,Sedan,"more than 69,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
